xhb,0,602,0,,0,Frequency,Cumulative %
fxz,23,602,,,,,
fyj,0,602,,,,,
fy,31,602,,,,,
fxx,265,602,,,,,
fyb,0,602,,,,,
fy4,75,602,,,,,
fye,203,602,,,,,
fyl,0,602,,,,,
fys,0,602,,,,,
fyc,51,602,,,,,
fyh,158,602,,,,,
fym,47,602,,,,,
qwe,1,602,,,,,
qwh,0,602,,,,,
qw,94,602,,,,,
fyt,1,602,,,,,
fyk,15,602,,,,,
qw8,121,602,,,,,
fyy,0,602,,,,,
qwq,0,602,,,,,
qwb,8,602,,,,,
qwl,237,602,,,,,
fyu,1,602,,,,,
qwn,2,602,,,,,
fzc,1,602,,,,,
fzf,3,602,,,,,
fz,116,602,,,,,
qwp,203,602,,,,,
fz3,47,602,,,,,
fzk,1,602,,,,,
qx2,0,602,,,,,
qwu,188,602,,,,,
qwt,20,602,,,,,
fzh,39,602,,,,,
qxc,1,602,,,,,
fzp,133,602,,,,,
fzw,0,602,,,,,
qxb,3,602,,,,,
qx,7,602,,,,,
qwx,9,602,,,,,
fyx,340,602,,,,,
qxj,0,602,,,,,
fzt,21,602,,,,,
g,56,602,,,,,
fzr,262,602,,,,,
g0,1,602,,,,,
fzy,10,602,,,,,
g1,0,602,,,,,
g2,0,602,,,,,
qxh,13,602,,,,,
qxk,234,602,,,,,
qxl,19,602,,,,,
g2p,0,602,,,,,
qxp,9,602,,,,,
qxr,46,602,,,,,
g10,27,602,,,,,
qxy,0,602,,,,,
qxu,4,602,,,,,
g5w,0,602,,,,,
qxs,22,602,,,,,
g4,0,602,,,,,
g5,6,602,,,,,
qyb,2,602,,,,,
g3,3,602,,,,,
qxz,0,602,,,,,
ga,0,602,,,,,
qy,330,602,,,,,
qxx,51,602,,,,,
qyc,3,602,,,,,
qyj,2,602,,,,,
gai,0,602,,,,,
qyp,0,602,,,,,
qyh,3,602,,,,,
qyq,0,602,,,,,
g9,15,602,,,,,
qyx,316,602,,,,,
gal,0,602,,,,,
ga0,31,602,,,,,
gak,1,602,,,,,
gad,93,602,,,,,
gab,19,602,,,,,
qym,22,602,,,,,
qyy,0,602,,,,,
qyz,0,602,,,,,
gan,0,602,,,,,
gap,0,602,,,,,
gao,1,602,,,,,
gau,0,602,,,,,
qzh,0,602,,,,,
gar,49,602,,,,,
qzm,2,602,,,,,
qz,17,602,,,,,
gb1,0,602,,,,,
qzp,0,602,,,,,
qzq,0,602,,,,,
gas,17,602,,,,,
gat,30,602,,,,,
gaz,1,602,,,,,
qzt,0,602,,,,,
gb2,0,602,,,,,
qzs,1,602,,,,,
qzw,0,602,,,,,
gb,4,602,,,,,
qzy,0,602,,,,,
gbr,0,602,,,,,
r2,1,602,,,,,
gb3,0,602,,,,,
r,1,602,,,,,
gb4,0,602,,,,,
gbb,0,602,,,,,
r27,0,602,,,,,
r3,0,602,,,,,
gbd,12,602,,,,,
gbt,0,602,,,,,
r5,0,602,,,,,
r6,0,602,,,,,
r3t,3,602,,,,,
gc,27,602,,,,,
qzz,18,602,,,,,
gc2,0,602,,,,,
gby,89,602,,,,,
r4,78,602,,,,,
gcc,29,602,,,,,
ra,0,602,,,,,
r9,0,602,,,,,
gcg,0,602,,,,,
r2m,6,602,,,,,
r91,1,602,,,,,
gck,0,602,,,,,
gcf,78,602,,,,,
ra1,0,602,,,,,
ra2,0,602,,,,,
gcl,4,602,,,,,
raa,0,602,,,,,
gco,1,602,,,,,
gcs,0,602,,,,,
gbw,442,602,,,,,
gct,2,602,,,,,
gcw,0,602,,,,,
raf,0,602,,,,,
gcz,2,602,,,,,
rab,71,602,,,,,
gcr,24,602,,,,,
gcy,1,602,,,,,
gcx,3,602,,,,,
rah,1,602,,,,,
rac,8,602,,,,,
rag,0,602,,,,,
rae,334,602,,,,,
rad,0,602,,,,,
gd2,0,602,,,,,
gdb,0,602,,,,,
gdd,0,602,,,,,
raj,65,602,,,,,
ral,0,602,,,,,
rao,0,602,,,,,
rai,18,602,,,,,
gd,27,602,,,,,
gd8,37,602,,,,,
ram,0,602,,,,,
gdk,0,602,,,,,
gdl,2,602,,,,,
ran,123,602,,,,,
gds,0,602,,,,,
rat,0,602,,,,,
ras,2,602,,,,,
gdr,45,602,,,,,
rav,0,602,,,,,
gdx,4,602,,,,,
rau,5,602,,,,,
raw,1,602,,,,,
ge3,0,602,,,,,
gdm,18,602,,,,,
ge5,0,602,,,,,
ge,17,602,,,,,
gdy,17,602,,,,,
ray,134,602,,,,,
rbc,0,602,,,,,
ge2,236,602,,,,,
ge4,10,602,,,,,
rax,10,602,,,,,
ge8,0,602,,,,,
rbe,1,602,,,,,
raz,5,602,,,,,
rbd,1,602,,,,,
rb,32,602,,,,,
rak,0,602,,,,,
ge6,27,602,,,,,
ge9,0,602,,,,,
ge7,1,602,,,,,
rbi,334,602,,,,,
rcb,0,602,,,,,
rcc,0,602,,,,,
gee,1,602,,,,,
rc,0,602,,,,,
rbk,21,602,,,,,
rcq,0,602,,,,,
rbw,6,602,,,,,
rbq,306,602,,,,,
rbs,10,602,,,,,
rca,20,602,,,,,
rbx,3,602,,,,,
rce,1,602,,,,,
rcx,1,602,,,,,
rco,4,602,,,,,
rdc,0,602,,,,,
rcy,1,602,,,,,
rdj,0,602,,,,,
rd4,0,602,,,,,
rd,23,602,,,,,
rds,0,602,,,,,
rdg,3,602,,,,,
rdh,4,602,,,,,
ree,0,602,,,,,
rdw,0,602,,,,,
reb,2,602,,,,,
rdu,9,602,,,,,
re,7,602,,,,,
rea,2,602,,,,,
rdx,107,602,,,,,
rdk,14,602,,,,,
red,36,602,,,,,
reg,0,602,,,,,
rdr,3,602,,,,,
rdm,7,602,,,,,
ren,0,602,,,,,
rev,0,602,,,,,
rei,75,602,,,,,
ret,0,602,,,,,
rej,4,602,,,,,
rf,0,602,,,,,
rez,0,602,,,,,
rey,0,602,,,,,
res,0,602,,,,,
rf0,0,602,,,,,
gel,1,602,,,,,
rek,55,602,,,,,
gek,2,602,,,,,
rem,101,602,,,,,
gem,0,602,,,,,
gen,0,602,,,,,
rex,2,602,,,,,
gev,1,602,,,,,
rfa,4,602,,,,,
get,11,602,,,,,
geo,3,602,,,,,
reu,1,602,,,,,
gft,0,602,,,,,
gex,0,602,,,,,
gfy,0,602,,,,,
ger,17,602,,,,,
gg,0,602,,,,,
gfw,2,602,,,,,
gff,2,602,,,,,
ggb,45,602,,,,,
ggc,0,602,,,,,
ggx,0,602,,,,,
ggo,0,602,,,,,
ggt,0,602,,,,,
ggr,0,602,,,,,
gf,31,602,,,,,
ggq,0,602,,,,,
gfg,152,602,,,,,
ggg,36,602,,,,,
ggy,0,602,,,,,
ghg,0,602,,,,,
ghe,2,602,,,,,
ggs,63,602,,,,,
ghc,8,602,,,,,
gh,335,602,,,,,
ghp,0,602,,,,,
ghj,25,602,,,,,
gho,0,602,,,,,
ghd,214,602,,,,,
ghi,52,602,,,,,
ghk,230,602,,,,,
ghx,1,602,,,,,
ghq,10,602,,,,,
ghl,7,602,,,,,
ghy,1,602,,,,,
ght,70,602,,,,,
gi,18,602,,,,,
ghw,9,602,,,,,
gif,0,602,,,,,
gia,0,602,,,,,
gig,0,602,,,,,
rfs,0,602,,,,,
rfu,0,602,,,,,
gim,0,602,,,,,
gin,31,602,,,,,
rg,2,602,,,,,
gir,0,602,,,,,
gil,12,602,,,,,
gik,17,602,,,,,
rg1,0,602,,,,,
rfd,11,602,,,,,
git,0,602,,,,,
rge,0,602,,,,,
giy,46,602,,,,,
gj,0,602,,,,,
rgm,0,602,,,,,
gio,6,602,,,,,
rgl,1,602,,,,,
gj7,3,602,,,,,
gj2,0,602,,,,,
rgg,8,602,,,,,
rgs,0,602,,,,,
rha,0,602,,,,,
gjc,0,602,,,,,
rh,138,602,,,,,
rgn,7,602,,,,,
gji,1,602,,,,,
gjt,0,602,,,,,
gjm,2,602,,,,,
gjl,1,602,,,,,
gjq,4,602,,,,,
rhe,0,602,,,,,
rhc,14,602,,,,,
rhl,1,602,,,,,
rhf,4,602,,,,,
rhj,11,602,,,,,
gjs,216,602,,,,,
gjz,0,602,,,,,
rhm,34,602,,,,,
rhr,0,602,,,,,
gjw,17,602,,,,,
rhs,0,602,,,,,
gki,1,602,,,,,
rho,3,602,,,,,
gjy,281,602,,,,,
gk,181,602,,,,,
rht,1,602,,,,,
rhu,0,602,,,,,
ria,0,602,,,,,
gkl,1,602,,,,,
ri,2,602,,,,,
gky,0,602,,,,,
gk7,140,602,,,,,
ric,88,602,,,,,
gkk,175,602,,,,,
gkr,0,602,,,,,
gkm,113,602,,,,,
gks,2,602,,,,,
rhx,128,602,,,,,
gkt,1,602,,,,,
rid,138,602,,,,,
rib,51,602,,,,,
rik,0,602,,,,,
glc,0,602,,,,,
gle,0,602,,,,,
gl,177,602,,,,,
rio,0,602,,,,,
rie,28,602,,,,,
rin,5,602,,,,,
rit,0,602,,,,,
gkz,20,602,,,,,
gld,34,602,,,,,
rip,25,602,,,,,
rim,171,602,,,,,
glg,0,602,,,,,
glb,40,602,,,,,
rj2,2,602,,,,,
glf,14,602,,,,,
rix,2,602,,,,,
riv,32,602,,,,,
rj,1,602,,,,,
glt,0,602,,,,,
glq,1,602,,,,,
riz,7,602,,,,,
glm,20,602,,,,,
rjb,0,602,,,,,
glk,195,602,,,,,
glp,2,602,,,,,
rjf,1,602,,,,,
gly,0,602,,,,,
rj3,147,602,,,,,
gm,1,602,,,,,
rjh,22,602,,,,,
gm2,0,602,,,,,
gma,3,602,,,,,
rje,118,602,,,,,
glx,100,602,,,,,
rjr,2,602,,,,,
rjd,35,602,,,,,
gmg,2,602,,,,,
gmk,0,602,,,,,
glu,166,602,,,,,
gml,2,602,,,,,
rjx,0,602,,,,,
rjo,3,602,,,,,
rjk,28,602,,,,,
rk1,0,602,,,,,
gmu,0,602,,,,,
gms,0,602,,,,,
gmm,4,602,,,,,
rjt,48,602,,,,,
rkj,0,602,,,,,
rk,69,602,,,,,
gmo,27,602,,,,,
gmr,5,602,,,,,
rkh,11,602,,,,,
rkd,106,602,,,,,
gnf,0,602,,,,,
rkk,243,602,,,,,
gnl,0,602,,,,,
rkr,0,602,,,,,
gn,135,602,,,,,
rkm,8,602,,,,,
rkp,1,602,,,,,
gng,38,602,,,,,
rko,143,602,,,,,
rky,0,602,,,,,
rkw,0,602,,,,,
gns,0,602,,,,,
gnu,0,602,,,,,
gmx,10,602,,,,,
gnx,1,602,,,,,
rlc,0,602,,,,,
gnz,0,602,,,,,
rld,0,602,,,,,
goo,0,602,,,,,
rlx,0,602,,,,,
rly,0,602,,,,,
goh,1,602,,,,,
goe,4,602,,,,,
gon,0,602,,,,,
god,302,602,,,,,
rl,180,602,,,,,
gor,0,602,,,,,
gop,2,602,,,,,
got,0,602,,,,,
rli,31,602,,,,,
gou,0,602,,,,,
rm2,0,602,,,,,
rmb,0,602,,,,,
gos,0,602,,,,,
rm,221,602,,,,,
rmd,0,602,,,,,
rma,401,602,,,,,
gov,1,602,,,,,
gow,0,602,,,,,
rmh,0,602,,,,,
goy,0,602,,,,,
goz,0,602,,,,,
rmk,0,602,,,,,
gp,0,602,,,,,
rme,27,602,,,,,
rmg,56,602,,,,,
gpa,0,602,,,,,
rmm,0,602,,,,,
rms,1,602,,,,,
rmn,226,602,,,,,
rmo,7,602,,,,,
rmv,0,602,,,,,
gpc,0,602,,,,,
gpj,0,602,,,,,
rmr,7,602,,,,,
gp1,11,602,,,,,
gph,2,602,,,,,
gpd,17,602,,,,,
rmw,0,602,,,,,
gpk,0,602,,,,,
rn,0,602,,,,,
gpo,0,602,,,,,
rn1,0,602,,,,,
gps,0,602,,,,,
gpt,0,602,,,,,
rn0,0,602,,,,,
gpx,0,602,,,,,
rmt,0,602,,,,,
gq,0,602,,,,,
gpp,0,602,,,,,
rmy,209,602,,,,,
ro,0,602,,,,,
ro4,0,602,,,,,
gqf,0,602,,,,,
rns,7,602,,,,,
gqj,1,602,,,,,
gq3,1,602,,,,,
roh,0,602,,,,,
rob,2,602,,,,,
roj,0,602,,,,,
gr,0,602,,,,,
roc,325,602,,,,,
roi,66,602,,,,,
rod,31,602,,,,,
gqx,1,602,,,,,
rok,0,602,,,,,
gqh,341,602,,,,,
gqq,32,602,,,,,
rom,0,602,,,,,
gra,1,602,,,,,
ron,0,602,,,,,
gqw,14,602,,,,,
grc,15,602,,,,,
ros,0,602,,,,,
grf,2,602,,,,,
ror,0,602,,,,,
gru,0,602,,,,,
grr,0,602,,,,,
rol,0,602,,,,,
grt,3,602,,,,,
gre,8,602,,,,,
grh,78,602,,,,,
roo,4,602,,,,,
rox,0,602,,,,,
row,2,602,,,,,
rp7,0,602,,,,,
rov,36,602,,,,,
grx,0,602,,,,,
rp2,0,602,,,,,
gs4,0,602,,,,,
roy,53,602,,,,,
grv,26,602,,,,,
rpd,0,602,,,,,
gs,4,602,,,,,
rpc,73,602,,,,,
rp,19,602,,,,,
gry,2,602,,,,,
rpj,0,602,,,,,
rps,0,602,,,,,
gsd,0,602,,,,,
gsa,97,602,,,,,
rpf,38,602,,,,,
gs8,15,602,,,,,
rph,3,602,,,,,
gse,4,602,,,,,
rpt,0,602,,,,,
gs7,226,602,,,,,
gsc,279,602,,,,,
rpn,20,602,,,,,
gsk,0,602,,,,,
gsl,0,602,,,,,
rqf,0,602,,,,,
rr,0,602,,,,,
gsg,12,602,,,,,
rqp,0,602,,,,,
rrc,0,602,,,,,
rrk,0,602,,,,,
gss,0,602,,,,,
gsj,16,602,,,,,
gsn,19,602,,,,,
gsq,1,602,,,,,
rr7,5,602,,,,,
gsp,89,602,,,,,
gsm,14,602,,,,,
gst,4,602,,,,,
rrr,0,602,,,,,
rrt,0,602,,,,,
rq,454,602,,,,,
gsw,0,602,,,,,
rrs,1,602,,,,,
rrv,0,602,,,,,
gsy,0,602,,,,,
rrp,11,602,,,,,
gsx,0,602,,,,,
gsu,10,602,,,,,
rry,0,602,,,,,
gtm,0,602,,,,,
rs1,3,602,,,,,
gtd,0,602,,,,,
rsc,0,602,,,,,
rsg,0,602,,,,,
rs,8,602,,,,,
gtn,16,602,,,,,
gt,49,602,,,,,
gsz,274,602,,,,,
rs3,12,602,,,,,
gtt,0,602,,,,,
gtq,0,602,,,,,
gty,0,602,,,,,
rsl,1,602,,,,,
gu2,0,602,,,,,
rsm,0,602,,,,,
rsb,61,602,,,,,
rsn,0,602,,,,,
gto,247,602,,,,,
rsh,31,602,,,,,
rsk,344,602,,,,,
gu5,0,602,,,,,
rsr,0,602,,,,,
gu4,6,602,,,,,
gu3,49,602,,,,,
gu8,0,602,,,,,
gu,22,602,,,,,
rsp,9,602,,,,,
gu7,0,602,,,,,
rsv,8,602,,,,,
rsx,0,602,,,,,
gu6,47,602,,,,,
rsq,43,602,,,,,
rsy,0,602,,,,,
gul,0,602,,,,,
rst,8,602,,,,,
gui,2,602,,,,,
rt2,1,602,,,,,
gun,0,602,,,,,
rt,1,602,,,,,
rtf,0,602,,,,,
gur,0,602,,,,,
guk,173,602,,,,,
rtl,0,602,,,,,
gua,40,602,,,,,
rtj,1,602,,,,,
guo,152,602,,,,,
gux,0,602,,,,,
rtp,0,602,,,,,
rtt,0,602,,,,,
rth,6,602,,,,,
rtu,0,602,,,,,
gus,8,602,,,,,
guy,0,602,,,,,
rts,1,602,,,,,
gvk,0,602,,,,,
rtm,164,602,,,,,
gvl,0,602,,,,,
gv,17,602,,,,,
rtr,17,602,,,,,
gvs,0,602,,,,,
gve,0,602,,,,,
gvu,0,602,,,,,
ru,0,602,,,,,
gw,0,602,,,,,
rty,0,602,,,,,
gvv,1,602,,,,,
rua,0,602,,,,,
ru5,2,602,,,,,
ru4,3,602,,,,,
gwg,0,602,,,,,
gwh,1,602,,,,,
gwj,1,602,,,,,
ru2,215,602,,,,,
gwa,3,602,,,,,
gwq,0,602,,,,,
ruc,0,602,,,,,
ru3,157,602,,,,,
rub,1,602,,,,,
gwy,0,602,,,,,
gwu,0,602,,,,,
ruf,0,602,,,,,
rud,0,602,,,,,
gx,0,602,,,,,
rum,0,602,,,,,
gxc,9,602,,,,,
gxd,1,602,,,,,
run,0,602,,,,,
gxf,0,602,,,,,
gxg,0,602,,,,,
rui,153,602,,,,,
rv,2,602,,,,,
rur,6,602,,,,,
ruo,29,602,,,,,
rva,53,602,,,,,
gxh,226,602,,,,,
rus,102,602,,,,,
rw,0,602,,,,,
rwv,0,602,,,,,
rwk,0,602,,,,,
rws,5,602,,,,,
rve,53,602,,,,,
rvn,45,602,,,,,
rwx,0,602,,,,,
rwt,9,602,,,,,
rvp,175,602,,,,,
rwb,247,602,,,,,
rx2,0,602,,,,,
rxc,0,602,,,,,
rwu,44,602,,,,,
rx3,0,602,,,,,
rwr,21,602,,,,,
rxh,0,602,,,,,
rxo,0,602,,,,,
rxf,1,602,,,,,
rx,198,602,,,,,
rwy,262,602,,,,,
rxm,0,602,,,,,
ryd,0,602,,,,,
ry2,0,602,,,,,
ry4,1,602,,,,,
ry,7,602,,,,,
ry3,2,602,,,,,
rye,0,602,,,,,
ryf,4,602,,,,,
rym,217,602,,,,,
ryh,47,602,,,,,
ryo,5,602,,,,,
rza,0,602,,,,,
ryl,8,602,,,,,
ryp,0,602,,,,,
rz,13,602,,,,,
ryu,0,602,,,,,
rz2,1,602,,,,,
ryx,15,602,,,,,
ryy,0,602,,,,,
rzg,8,602,,,,,
gxt,0,602,,,,,
gxl,0,602,,,,,
rzm,2,602,,,,,
gxm,0,602,,,,,
rzd,33,602,,,,,
rzz,45,602,,,,,
gxj,10,602,,,,,
gxx,0,602,,,,,
rzi,0,602,,,,,
gxy,0,602,,,,,
rzb,12,602,,,,,
gxu,3,602,,,,,
gxr,14,602,,,,,
gxz,2,602,,,,,
gyc,0,602,,,,,
gyf,11,602,,,,,
gyb,3,602,,,,,
gy2,320,602,,,,,
gy,203,602,,,,,
gyn,0,602,,,,,
gym,2,602,,,,,
gyd,17,602,,,,,
gyj,0,602,,,,,
gyl,7,602,,,,,
gyk,0,602,,,,,
gya,184,602,,,,,
gyt,6,602,,,,,
gys,3,602,,,,,
gyu,0,602,,,,,
gyh,9,602,,,,,
gzj,0,602,,,,,
gzc,0,602,,,,,
gyp,230,602,,,,,
gyz,34,602,,,,,
gyx,170,602,,,,,
gyw,15,602,,,,,
gyy,149,602,,,,,
gzd,0,602,,,,,
gzf,23,602,,,,,
gzh,4,602,,,,,
gzk,0,602,,,,,
gz,8,602,,,,,
gzr,0,602,,,,,
gzm,17,602,,,,,
gzn,0,602,,,,,
gzp,5,602,,,,,
gzu,1,602,,,,,
gzq,2,602,,,,,
s0m,0,602,,,,,
gzl,29,602,,,,,
s0c,1,602,,,,,
gzy,1,602,,,,,
s1,0,602,,,,,
gzt,150,602,,,,,
gzx,0,602,,,,,
h0w,0,602,,,,,
s10,0,602,,,,,
s,0,602,,,,,
gzz,11,602,,,,,
gzw,115,602,,,,,
s11,0,602,,,,,
h,164,602,,,,,
gzs,185,602,,,,,
s15,0,602,,,,,
s13,0,602,,,,,
s14,4,602,,,,,
h1,77,602,,,,,
s12,54,602,,,,,
s1r,0,602,,,,,
h1b,258,602,,,,,
h3,0,602,,,,,
h2a,25,602,,,,,
h2o,21,602,,,,,
s32,0,602,,,,,
h11,27,602,,,,,
h2q,49,602,,,,,
s2,22,602,,,,,
s3,12,602,,,,,
h4,16,602,,,,,
h5,2,602,,,,,
s64,0,602,,,,,
s6,0,602,,,,,
s3s,15,602,,,,,
s7,1,602,,,,,
h2,11,602,,,,,
h41,234,602,,,,,
s5,7,602,,,,,
h6,0,602,,,,,
h7,2,602,,,,,
s4,144,602,,,,,
h7l,0,602,,,,,
h54,0,602,,,,,
s74,2,602,,,,,
s8,0,602,,,,,
s9,0,602,,,,,
ha4,0,602,,,,,
ha,0,602,,,,,
s95,0,602,,,,,
h9,0,602,,,,,
h8,14,602,,,,,
s78,78,602,,,,,
s9w,0,602,,,,,
ha2,22,602,,,,,
ha3,34,602,,,,,
hac,20,602,,,,,
haf,0,602,,,,,
s97,5,602,,,,,
s99,60,602,,,,,
sa3,0,602,,,,,
sa2,323,602,,,,,
sa,1,602,,,,,
hai,0,602,,,,,
saa,0,602,,,,,
hae,101,602,,,,,
hag,2,602,,,,,
haj,1,602,,,,,
hak,0,602,,,,,
hah,7,602,,,,,
sad,0,602,,,,,
sa4,0,602,,,,,
sab,5,602,,,,,
sag,0,602,,,,,
hal,134,602,,,,,
sae,4,602,,,,,
haq,0,602,,,,,
sah,0,602,,,,,
sac,45,602,,,,,
ham,1,602,,,,,
has,0,602,,,,,
hao,104,602,,,,,
han,33,602,,,,,
hat,0,602,,,,,
sam,0,602,,,,,
saj,0,602,,,,,
sap,0,602,,,,,
sal,7,602,,,,,
saq,0,602,,,,,
sai,112,602,,,,,
hb,0,602,,,,,
hax,2,602,,,,,
haw,52,602,,,,,
san,44,602,,,,,
hau,11,602,,,,,
sao,209,602,,,,,
hay,271,602,,,,,
hb2,13,602,,,,,
sat,0,602,,,,,
sas,18,602,,,,,
sau,319,602,,,,,
sav,0,602,,,,,
hbh,0,602,,,,,
hb6,4,602,,,,,
saw,0,602,,,,,
hbb,21,602,,,,,
hbd,8,602,,,,,
sar,0,602,,,,,
hbm,0,602,,,,,
hbo,0,602,,,,,
sax,0,602,,,,,
hbl,3,602,,,,,
hbf,0,602,,,,,
say,2,602,,,,,
hbs,0,602,,,,,
sb1,7,602,,,,,
sb,1,602,,,,,
sbs,2,602,,,,,
hbz,0,602,,,,,
sbr,186,602,,,,,
sbb,5,602,,,,,
sbt,0,602,,,,,
hby,320,602,,,,,
hc5,0,602,,,,,
hc,206,602,,,,,
hbr,52,602,,,,,
hcb,3,602,,,,,
hch,0,602,,,,,
sby,33,602,,,,,
sca,0,602,,,,,
sc9,0,602,,,,,
scb,8,602,,,,,
hcf,1,602,,,,,
hck,0,602,,,,,
hcj,9,602,,,,,
hcd,24,602,,,,,
sc2,146,602,,,,,
scd,1,602,,,,,
sch,0,602,,,,,
sc6,10,602,,,,,
sc,152,602,,,,,
hcl,6,602,,,,,
hcr,129,602,,,,,
scc,3,602,,,,,
hcs,77,602,,,,,
scm,0,602,,,,,
hcz,1,602,,,,,
scp,0,602,,,,,
scq,1,602,,,,,
hcx,274,602,,,,,
scl,1,602,,,,,
scj,5,602,,,,,
hct,52,602,,,,,
hcw,13,602,,,,,
hdc,0,602,,,,,
hcy,12,602,,,,,
scw,1,602,,,,,
hdl,0,602,,,,,
scr,9,602,,,,,
sct,5,602,,,,,
sd,0,602,,,,,
hdf,0,602,,,,,
hdm,0,602,,,,,
hd,131,602,,,,,
scx,0,602,,,,,
scy,130,602,,,,,
hdd,226,602,,,,,
hdo,0,602,,,,,
hdn,0,602,,,,,
sd2,17,602,,,,,
sd9,1,602,,,,,
hdh,17,602,,,,,
hdt,0,602,,,,,
hds,0,602,,,,,
sd3,15,602,,,,,
hdq,56,602,,,,,
hdw,1,602,,,,,
sdb,39,602,,,,,
hdu,0,602,,,,,
sdd,5,602,,,,,
sdg,0,602,,,,,
hdy,0,602,,,,,
sdh,0,602,,,,,
sdc,95,602,,,,,
sdf,11,602,,,,,
sdl,0,602,,,,,
sdx,0,602,,,,,
hdz,12,602,,,,,
sdm,2,602,,,,,
sdn,72,602,,,,,
sdk,234,602,,,,,
sds,0,602,,,,,
sdq,4,602,,,,,
sec,94,602,,,,,
sdz,146,602,,,,,
seb,1,602,,,,,
se,41,602,,,,,
sea,6,602,,,,,
sei,0,602,,,,,
sen,0,602,,,,,
seo,0,602,,,,,
set,0,602,,,,,
sev,1,602,,,,,
sed,252,602,,,,,
sel,265,602,,,,,
ses,8,602,,,,,
sep,2,602,,,,,
sf,0,602,,,,,
sez,0,602,,,,,
sf2,2,602,,,,,
sef,3,602,,,,,
sf3,0,602,,,,,
sfk,0,602,,,,,
sfc,0,602,,,,,
sew,1,602,,,,,
sfd,2,602,,,,,
sfg,0,602,,,,,
sfq,90,602,,,,,
sfr,2,602,,,,,
sff,18,602,,,,,
sg,2,602,,,,,
sfp,20,602,,,,,
sg7,0,602,,,,,
sga,0,602,,,,,
sfy,111,602,,,,,
sgh,0,602,,,,,
he,0,602,,,,,
sgk,0,602,,,,,
sgd,0,602,,,,,
sge,2,602,,,,,
sg1,43,602,,,,,
sgn,0,602,,,,,
sgf,156,602,,,,,
sgm,274,602,,,,,
he7,1,602,,,,,
he9,0,602,,,,,
hec,0,602,,,,,
he3,155,602,,,,,
hea,0,602,,,,,
he6,11,602,,,,,
he4,7,602,,,,,
hed,0,602,,,,,
he2,3,602,,,,,
he8,5,602,,,,,
he5,170,602,,,,,
heh,0,602,,,,,
heg,1,602,,,,,
hem,0,602,,,,,
hek,0,602,,,,,
hep,0,602,,,,,
hee,4,602,,,,,
hen,0,602,,,,,
heq,0,602,,,,,
hel,1,602,,,,,
hei,2,602,,,,,
her,0,602,,,,,
heo,72,602,,,,,
hey,0,602,,,,,
het,0,602,,,,,
hfc,2,602,,,,,
hf2,0,602,,,,,
hff,0,602,,,,,
hew,8,602,,,,,
hfl,355,602,,,,,
hf,6,602,,,,,
hex,8,602,,,,,
hfh,9,602,,,,,
hfu,0,602,,,,,
hgc,1,602,,,,,
hgf,2,602,,,,,
hfk,1,602,,,,,
hg,1,602,,,,,
hfy,34,602,,,,,
hgn,0,602,,,,,
hgs,0,602,,,,,
hgl,143,602,,,,,
hgx,2,602,,,,,
hgp,0,602,,,,,
hge,95,602,,,,,
hgk,2,602,,,,,
hgg,31,602,,,,,
hgh,36,602,,,,,
hgy,0,602,,,,,
sgs,56,602,,,,,
sgt,0,602,,,,,
sgp,3,602,,,,,
hh0,0,602,,,,,
sgy,1,602,,,,,
sh,0,602,,,,,
hhc,0,602,,,,,
hha,0,602,,,,,
sh2,0,602,,,,,
sh3,0,602,,,,,
sh4,0,602,,,,,
sgu,19,602,,,,,
hhf,0,602,,,,,
hhd,2,602,,,,,
sh9,0,602,,,,,
hh,34,602,,,,,
hhl,0,602,,,,,
shc,1,602,,,,,
hhh,6,602,,,,,
hhm,0,602,,,,,
she,27,602,,,,,
shg,1,602,,,,,
sha,15,602,,,,,
hhp,28,602,,,,,
hhj,92,602,,,,,
shf,283,602,,,,,
hhq,0,602,,,,,
shh,5,602,,,,,
hhr,0,602,,,,,
hho,13,602,,,,,
hht,0,602,,,,,
shj,0,602,,,,,
shi,163,602,,,,,
hhu,0,602,,,,,
shk,2,602,,,,,
shl,0,602,,,,,
hhw,1,602,,,,,
hhx,0,602,,,,,
shm,0,602,,,,,
shn,3,602,,,,,
shq,0,602,,,,,
hhy,5,602,,,,,
shr,0,602,,,,,
him,0,602,,,,,
sht,0,602,,,,,
hil,0,602,,,,,
hhz,10,602,,,,,
hig,0,602,,,,,
hin,0,602,,,,,
shw,0,602,,,,,
hi,0,602,,,,,
hip,1,602,,,,,
hit,0,602,,,,,
hiy,0,602,,,,,
hix,2,602,,,,,
shu,148,602,,,,,
shy,14,602,,,,,
shx,278,602,,,,,
hiz,0,602,,,,,
shz,8,602,,,,,
si,249,602,,,,,
si2,117,602,,,,,
si5,0,602,,,,,
si4,0,602,,,,,
hj2,0,602,,,,,
hj,5,602,,,,,
hj0,0,602,,,,,
si3,17,602,,,,,
sid,0,602,,,,,
sie,0,602,,,,,
hjc,0,602,,,,,
sia,7,602,,,,,
hjg,0,602,,,,,
hjh,0,602,,,,,
hja,48,602,,,,,
sil,0,602,,,,,
sin,0,602,,,,,
hjf,9,602,,,,,
sio,0,602,,,,,
sih,2,602,,,,,
sim,14,602,,,,,
sho,134,602,,,,,
hjl,1,602,,,,,
sit,0,602,,,,,
sir,26,602,,,,,
sis,4,602,,,,,
hji,169,602,,,,,
hjj,5,602,,,,,
hjt,0,602,,,,,
hjm,18,602,,,,,
